lakeid,sampledate,avsnow,totice,whiteice,extcoef,lakeid,sampledate,depth,o2,deck,light,frlight,,sampledate,avsnow,totice,whiteice,extcoef
,,,,,,SP,6/3/91,0,,,,,,,,,,
,,,,,,SP,6/3/91,1,8.7,1288,682.7,0.53,,,,,,
,,,,,,SP,6/3/91,2,8.8,1304,441.3,0.338,,,,,,
,,,,,,SP,6/3/91,3,9.1,1333,322.3,0.242,,,,,,
,,,,,,SP,6/3/91,4,11.3,1339,218.7,0.163,,,,,,
,,,,,,SP,6/3/91,5,12.7,1330,151.3,0.114,,,,,,
,,,,,,SP,6/3/91,6,13.6,1330,109.4,0.082,,,,,,
,,,,,,SP,6/3/91,7,13.7,1331,77.7,0.058,,,,,,
,,,,,,SP,6/3/91,8,13.8,1321,56.33,0.043,,,,,,
,,,,,,SP,6/3/91,9,13.5,1342,38.68,0.029,,,,,,
,,,,,,SP,6/3/91,10,12.7,1342,25.98,0.019,,,,,,
,,,,,,SP,6/3/91,11,11.3,1313,16.29,0.012,,,,,,
,,,,,,SP,6/3/91,12,8.8,1306,10.25,0.008,,,,,,
,,,,,,SP,6/3/91,13,7.4,1329,6.5,0.005,,,,,,
,,,,,,SP,6/3/91,14,6,1320,3.79,0.003,,,,,,
,,,,,,SP,6/3/91,15,5.4,1342,2.24,0.002,,,,,,
,,,,,,SP,6/3/91,16,4.9,1341,1.08,0.001,,,,,,
,,,,,,SP,6/3/91,17,4.2,1331,0.65,0,,,,,,
,,,,,,SP,6/3/91,18,2.2,,,,,,,,,
,,,,,,SP,6/19/91,0,8.3,1327,1015,0.765,,,,,,
,,,,,,SP,6/19/91,1,8.3,1297,717,0.553,,,,,,
,,,,,,SP,6/19/91,2,8.3,1290,514.4,0.399,,,,,,
,,,,,,SP,6/19/91,3,8.2,1293,372.4,0.288,,,,,,
,,,,,,SP,6/19/91,4,9.1,1278,278.9,0.218,,,,,,
,,,,,,SP,6/19/91,5,12.7,1288,197.9,0.154,,,,,,
,,,,,,SP,6/19/91,6,13.9,1279,135.7,0.106,,,,,,
,,,,,,SP,6/19/91,7,14.1,1301,93.9,0.072,,,,,,
,,,,,,SP,6/19/91,8,14.1,1292,64.89,0.05,,,,,,
,,,,,,SP,6/19/91,8,,,,,,,,,,
,,,,,,SP,6/19/91,9,13.6,1283,46.61,0.036,,,,,,
,,,,,,SP,6/19/91,10,13.6,1252,33.17,0.026,,,,,,
,,,,,,SP,6/19/91,11,13.1,1250,24.28,0.019,,,,,,
,,,,,,SP,6/19/91,12,11.2,1275,16.41,0.013,,,,,,
,,,,,,SP,6/19/91,13,9.1,1272,9.78,0.008,,,,,,
,,,,,,SP,6/19/91,14,5.6,1236,6.19,0.005,,,,,,
,,,,,,SP,6/19/91,15,3.3,1168,3.24,0.003,,,,,,
,,,,,,SP,6/19/91,16,1.7,1226,1.58,0.001,,,,,,
,,,,,,SP,6/19/91,17,0.2,1244,0.56,0,,,,,,
,,,,,,SP,6/19/91,18,0.1,,,,,,,,,
,,,,,,SP,7/1/91,0,8.2,205,165.5,0.807,,,,,,
,,,,,,SP,7/1/91,1,8.2,211,69.57,0.33,,,,,,
,,,,,,SP,7/1/91,2,8.2,213,64.33,0.302,,,,,,
,,,,,,SP,7/1/91,3,8.2,204,44.81,0.22,,,,,,
,,,,,,SP,7/1/91,4,8.2,194,31.1,0.16,,,,,,
,,,,,,SP,7/1/91,5,9.3,191,22.51,0.118,,,,,,
,,,,,,SP,7/1/91,6,13.1,193,17,0.088,,,,,,
,,,,,,SP,7/1/91,7,13.7,194,12.73,0.066,,,,,,
,,,,,,SP,7/1/91,8,13.9,192,9.19,0.048,,,,,,
,,,,,,SP,7/1/91,9,13.7,191,6.79,0.036,,,,,,
,,,,,,SP,7/1/91,10,13.2,194,4.86,0.025,,,,,,
,,,,,,SP,7/1/91,11,12.6,202,3.31,0.016,,,,,,
,,,,,,SP,7/1/91,12,11.5,209,2.06,0.01,,,,,,
,,,,,,SP,7/1/91,13,8.1,209,1.3,0.006,,,,,,
,,,,,,SP,7/1/91,14,4.9,213,0.56,0.003,,,,,,
,,,,,,SP,7/1/91,15,2.7,231,0.48,0.002,,,,,,
,,,,,,SP,7/1/91,15,,,,,,,,,,
,,,,,,SP,7/1/91,16,0.2,230,0.09,0,,,,,,
,,,,,,SP,7/1/91,17,0.2,,,,,,,,,
,,,,,,SP,7/1/91,18,0.2,,,,,,,,,
,,,,,,SP,7/16/91,0,8.1,935,1122,,,,,,,
,,,,,,SP,7/16/91,1,8.2,854,755,0.884,,,,,,
,,,,,,SP,7/16/91,2,8.2,910,555.3,0.61,,,,,,
,,,,,,SP,7/16/91,3,8.2,856,401.8,0.469,,,,,,
,,,,,,SP,7/16/91,4,8.3,890,292,0.328,,,,,,
,,,,,,SP,7/16/91,5,8.6,1021,210.6,0.206,,,,,,
,,,,,,SP,7/16/91,5,,,,,,,,,,
,,,,,,SP,7/16/91,6,13.1,937,163.1,0.174,,,,,,
,,,,,,SP,7/16/91,7,13.8,930,126,0.135,,,,,,
,,,,,,SP,7/16/91,8,14,972,91.3,0.094,,,,,,
,,,,,,SP,7/16/91,9,13.9,1032,62.84,0.061,,,,,,
,,,,,,SP,7/16/91,10,13.7,945,41.45,0.044,,,,,,
,,,,,,SP,7/16/91,11,12.3,944,31.07,0.033,,,,,,
,,,,,,SP,7/16/91,12,9.9,1058,20.02,0.019,,,,,,
,,,,,,SP,7/16/91,13,7.3,1030,12.43,0.012,,,,,,
,,,,,,SP,7/16/91,14,5.1,1030,8.09,0.008,,,,,,
,,,,,,SP,7/16/91,15,2.3,1231,4.82,0.004,,,,,,
,,,,,,SP,7/16/91,16,0.4,1051,2.58,0.002,,,,,,
,,,,,,SP,7/16/91,17,0.3,1011,0.81,0.001,,,,,,
,,,,,,SP,7/16/91,18,0.3,,,,,,,,,
,,,,,,SP,7/30/91,0,8.4,806,1240,,,,,,,
,,,,,,SP,7/30/91,1,8.4,827,759,0.918,,,,,,
,,,,,,SP,7/30/91,2,8.4,838,514.4,0.614,,,,,,
,,,,,,SP,7/30/91,3,8.3,814,321.3,0.395,,,,,,
,,,,,,SP,7/30/91,4,8.3,821,207.7,0.253,,,,,,
,,,,,,SP,7/30/91,5,8.3,799,141.7,0.177,,,,,,
,,,,,,SP,7/30/91,6,8.3,797,104.4,0.131,,,,,,
,,,,,,SP,7/30/91,7,13.2,804,70.9,0.088,,,,,,
,,,,,,SP,7/30/91,8,13,798,55.93,0.07,,,,,,
,,,,,,SP,7/30/91,8,,,,,,,,,,
,,,,,,SP,7/30/91,9,12.9,799,38.9,0.049,,,,,,
,,,,,,SP,7/30/91,10,12.4,799,24.35,0.03,,,,,,
,,,,,,SP,7/30/91,11,11.3,808,16.72,0.021,,,,,,
,,,,,,SP,7/30/91,12,8.4,810,12.31,0.015,,,,,,
,,,,,,SP,7/30/91,13,5.5,817,8.67,0.011,,,,,,
,,,,,,SP,7/30/91,14,2.7,852,5.77,0.007,,,,,,
,,,,,,SP,7/30/91,15,0.7,882,3.96,0.004,,,,,,
,,,,,,SP,7/30/91,16,0.3,882,2.18,0.002,,,,,,
,,,,,,SP,7/30/91,17,0.3,878,1.13,0.001,,,,,,
,,,,,,SP,7/30/91,18,0.3,,,,,,,,,
,,,,,,SP,8/12/91,0,8.5,840,815,0.97,,,,,,
,,,,,,SP,8/12/91,1,8.5,845,489.2,0.579,,,,,,
,,,,,,SP,8/12/91,2,8.6,839,348.1,0.415,,,,,,
,,,,,,SP,8/12/91,3,8.6,854,245.4,0.287,,,,,,
,,,,,,SP,8/12/91,4,8.6,863,176,0.204,,,,,,
,,,,,,SP,8/12/91,5,8.8,868,130.7,0.151,,,,,,
,,,,,,SP,8/12/91,6,9.2,880,95.5,0.109,,,,,,
,,,,,,SP,8/12/91,7,13.8,879,68.89,0.078,,,,,,
,,,,,,SP,8/12/91,8,13.7,890,47.61,0.053,,,,,,
,,,,,,SP,8/12/91,8,,,,,,,,,,
,,,,,,SP,8/12/91,9,13.4,897,33.02,0.037,,,,,,
,,,,,,SP,8/12/91,10,12.6,906,23.55,0.026,,,,,,
,,,,,,SP,8/12/91,11,10.8,902,17.24,0.019,,,,,,
,,,,,,SP,8/12/91,12,8.3,888,11.33,0.013,,,,,,
,,,,,,SP,8/12/91,13,5.1,878,7.48,0.009,,,,,,
,,,,,,SP,8/12/91,14,2.6,873,4.35,0.005,,,,,,
,,,,,,SP,8/12/91,15,0.2,873,2.88,0.003,,,,,,
,,,,,,SP,8/12/91,16,0.2,868,1.57,0.002,,,,,,
,,,,,,SP,8/12/91,17,0.1,875,0.6,0.001,,,,,,
,,,,,,SP,8/12/91,18,0.1,,,,,,,,,
,,,,,,SP,8/28/91,0,8.5,1491,1472,0.987,,,,,,
,,,,,,SP,8/28/91,1,8.6,1456,793,0.545,,,,,,
,,,,,,SP,8/28/91,2,8.8,1470,367.6,0.25,,,,,,
,,,,,,SP,8/28/91,3,8.9,1494,272,0.182,,,,,,
,,,,,,SP,8/28/91,4,9,1512,317.9,0.21,,,,,,
,,,,,,SP,8/28/91,5,9.1,1513,263.6,0.174,,,,,,
,,,,,,SP,8/28/91,6,9.1,1527,194.7,0.128,,,,,,
,,,,,,SP,8/28/91,7,12.1,1520,149.1,0.098,,,,,,
,,,,,,SP,8/28/91,8,14.3,1527,108.2,0.071,,,,,,
,,,,,,SP,8/28/91,9,13.8,1506,76,0.05,,,,,,
,,,,,,SP,8/28/91,10,13.1,1470,54.16,0.037,,,,,,
,,,,,,SP,8/28/91,11,11.1,1459,36.67,0.025,,,,,,
,,,,,,SP,8/28/91,12,7.4,1495,22.94,0.015,,,,,,
,,,,,,SP,8/28/91,12,,,,,,,,,,
,,,,,,SP,8/28/91,13,3.5,1495,14.55,0.01,,,,,,
,,,,,,SP,8/28/91,14,1,1532,8.84,0.006,,,,,,
,,,,,,SP,8/28/91,15,0.3,1505,4.32,0.003,,,,,,
,,,,,,SP,8/28/91,16,0.3,1450,0,0,,,,,,
,,,,,,SP,8/28/91,17,0.2,,,,,,,,,
,,,,,,SP,8/28/91,18,0.2,,,,,,,,,
,,,,,,SP,9/9/91,0,8.9,402,295.5,0.735,,,,,,
,,,,,,SP,9/9/91,1,9,379,178.7,0.472,,,,,,
,,,,,,SP,9/9/91,2,9,376,105.8,0.281,,,,,,
,,,,,,SP,9/9/91,3,9,380,90.5,0.238,,,,,,
,,,,,,SP,9/9/91,4,9,405,79.7,0.197,,,,,,
,,,,,,SP,9/9/91,5,9,445,68.75,0.154,,,,,,
,,,,,,SP,9/9/91,5,,,,,,,,,,
,,,,,,SP,9/9/91,6,9,495,57.47,0.116,,,,,,
,,,,,,SP,9/9/91,7,9,549,48.03,0.087,,,,,,
,,,,,,SP,9/9/91,8,13.5,596,39.25,0.066,,,,,,
,,,,,,SP,9/9/91,9,13.6,647,29.65,0.046,,,,,,
,,,,,,SP,9/9/91,10,12.9,600,18.05,0.03,,,,,,
,,,,,,SP,9/9/91,11,11,464,8.82,0.019,,,,,,
,,,,,,SP,9/9/91,12,7.6,400,5.16,0.013,,,,,,
,,,,,,SP,9/9/91,13,3.9,358,2.41,0.007,,,,,,
,,,,,,SP,9/9/91,14,1.5,314,1.19,0.004,,,,,,
,,,,,,SP,9/9/91,15,0.2,292,0.55,0.002,,,,,,
,,,,,,SP,9/9/91,16,0.2,304,0.06,0,,,,,,
,,,,,,SP,9/9/91,17,0.1,,,,,,,,,
,,,,,,SP,9/9/91,18,0.1,,,,,,,,,
,,,,,,SP,9/23/91,0,10.4,1067,687,0.644,,,,,,
,,,,,,SP,9/23/91,1,10.4,1057,377.4,0.357,,,,,,
,,,,,,SP,9/23/91,2,10.4,950,219.5,0.231,,,,,,
,,,,,,SP,9/23/91,3,10.4,804,136.5,0.17,,,,,,
,,,,,,SP,9/23/91,4,10.4,1191,133.2,0.112,,,,,,
,,,,,,SP,9/23/91,5,10.4,1113,85.1,0.076,,,,,,
,,,,,,SP,9/23/91,6,10.4,589,36.82,0.063,,,,,,
,,,,,,SP,9/23/91,7,10.4,392,21.04,0.054,,,,,,
,,,,,,SP,9/23/91,8,10.4,389,15.15,0.039,,,,,,
,,,,,,SP,9/23/91,9,11.1,411,11.36,0.028,,,,,,
,,,,,,SP,9/23/91,10,13.4,477,9.38,0.02,,,,,,
,,,,,,SP,9/23/91,11,10.2,456,3.01,0.007,,,,,,
,,,,,,SP,9/23/91,11,,,,,,,,,,
,,,,,,SP,9/23/91,12,8.8,403,1.7,0.004,,,,,,
,,,,,,SP,9/23/91,12,,,,,,,,,,
,,,,,,SP,9/23/91,13,3.5,394,1.39,0.004,,,,,,
,,,,,,SP,9/23/91,14,0.3,393,0.63,0.002,,,,,,
,,,,,,SP,9/23/91,15,0.2,380,0.29,0.001,,,,,,
,,,,,,SP,9/23/91,16,0.2,425,0.15,0,,,,,,
,,,,,,SP,9/23/91,17,0.2,,,,,,,,,
,,,,,,SP,9/23/91,18,0.2,,,,,,,,,
,,,,,,SP,10/7/91,0,,416,332.5,0.799,,,,,,
,,,,,,SP,10/7/91,1,,447,223.7,0.5,,,,,,
,,,,,,SP,10/7/91,2,,602,216.5,0.36,,,,,,
,,,,,,SP,10/7/91,3,,1445,401.3,0.278,,,,,,
,,,,,,SP,10/7/91,4,,1435,279.4,0.195,,,,,,
,,,,,,SP,10/7/91,5,,1399,194.7,0.139,,,,,,
,,,,,,SP,10/7/91,6,,1337,120.6,0.09,,,,,,
,,,,,,SP,10/7/91,7,,1150,67.1,0.058,,,,,,
,,,,,,SP,10/7/91,8,,1481,65.4,0.044,,,,,,
,,,,,,SP,10/7/91,8,,,,,,,,,,
,,,,,,SP,10/7/91,9,,571,17.32,0.03,,,,,,
,,,,,,SP,10/7/91,10,,564,12.47,0.022,,,,,,
,,,,,,SP,10/7/91,11,,670,10.35,0.015,,,,,,
,,,,,,SP,10/7/91,12,,664,7.45,0.011,,,,,,
,,,,,,SP,10/7/91,13,,1044,7.25,0.007,,,,,,
,,,,,,SP,10/7/91,14,,1145,5.22,0.005,,,,,,
,,,,,,SP,10/7/91,15,,1551,3.99,0.003,,,,,,
,,,,,,SP,10/7/91,16,,966,0.5,0.001,,,,,,
,,,,,,SP,10/7/91,17,,,,,,,,,,
,,,,,,SP,10/7/91,18,,,,,,,,,,
,,,,,,SP,11/11/91,0,10.7,48,89.6,,,,,,,
,,,,,,SP,11/11/91,1,10.7,48,41.99,0.875,,,,,,
,,,,,,SP,11/11/91,2,10.7,97,16.95,0.175,,,,,,
,,,,,,SP,11/11/91,3,10.6,97,10.79,0.111,,,,,,
,,,,,,SP,11/11/91,4,10.6,96,6.89,0.072,,,,,,
,,,,,,SP,11/11/91,5,10.6,96,4.34,0.045,,,,,,
,,,,,,SP,11/11/91,6,10.6,96,3.05,0.032,,,,,,
,,,,,,SP,11/11/91,7,10.6,96,1.44,0.015,,,,,,
,,,,,,SP,11/11/91,8,10.6,98,0.83,0.008,,,,,,
,,,,,,SP,11/11/91,9,10.6,99,0.39,0.004,,,,,,
,,,,,,SP,11/11/91,10,10.6,99,0.02,0,,,,,,
,,,,,,SP,11/11/91,10,,,,,,,,,,
,,,,,,SP,11/11/91,11,10.5,,,,,,,,,
,,,,,,SP,11/11/91,12,10.5,,,,,,,,,
,,,,,,SP,11/11/91,13,10.5,,,,,,,,,
,,,,,,SP,11/11/91,14,10.5,,,,,,,,,
,,,,,,SP,11/11/91,15,10.5,,,,,,,,,
,,,,,,SP,11/11/91,16,10.5,,,,,,,,,
,,,,,,SP,11/11/91,17,10.5,,,,,,,,,
,,,,,,SP,11/11/91,18,10.5,,,,,,,,,
,,,,,,SP,1/14/92,0,15,438,8.34,0.019,,1/14/92,11.3,30,7,0.388
,,,,,,SP,1/14/92,1,13.9,412,7.1,0.017,,,,,,
,,,,,,SP,1/14/92,2,13.1,460,4.79,0.01,,,,,,
,,,,,,SP,1/14/92,3,12.5,471,2.75,0.006,,,,,,
,,,,,,SP,1/14/92,4,11.6,411,1.75,0.004,,,,,,
,,,,,,SP,1/14/92,5,11.5,396,1.43,0.004,,,,,,
,,,,,,SP,1/14/92,6,11.3,419,0.63,0.002,,,,,,
,,,,,,SP,1/14/92,7,11.2,442,0.82,0.002,,,,,,
,,,,,,SP,1/14/92,8,11.1,415,0.54,0.001,,,,,,
,,,,,,SP,1/14/92,9,10.9,414,0.53,0.001,,,,,,
,,,,,,SP,1/14/92,10,10.8,430,0.14,0,,,,,,
,,,,,,SP,1/14/92,11,10.7,435,0.41,0.001,,,,,,
,,,,,,SP,1/14/92,12,10.6,415,0.42,0.001,,,,,,
,,,,,,SP,1/14/92,13,10.2,,,,,,,,,
,,,,,,SP,1/14/92,14,9.8,,,,,,,,,
,,,,,,SP,1/14/92,15,9.2,,,,,,,,,
,,,,,,SP,1/14/92,16,3.4,,,,,,,,,
,,,,,,SP,1/14/92,17,1,,,,,,,,,
,,,,,,SP,1/14/92,18,0.6,,,,,,,,,
,,,,,,SP,1/14/92,18,,,,,,,,,,
,,,,,,SP,3/1/92,0,14.4,1355,8.7,0.006,,3/1/92,22.5,41,7,0.316
,,,,,,SP,3/1/92,0,,,,,,,,,,
,,,,,,SP,3/1/92,1,13.8,1355,7.66,0.006,,,,,,
,,,,,,SP,3/1/92,2,12.3,1343,5.67,0.004,,,,,,
,,,,,,SP,3/1/92,3,11.4,1349,4.37,0.003,,,,,,
,,,,,,SP,3/1/92,4,11,1354,3.16,0.002,,,,,,
,,,,,,SP,3/1/92,5,10.7,1307,2.48,0.002,,,,,,
,,,,,,SP,3/1/92,6,10.6,1263,2.16,0.002,,,,,,
,,,,,,SP,3/1/92,7,10.4,1289,1.75,0.001,,,,,,
,,,,,,SP,3/1/92,8,10.3,1230,1.3,0.001,,,,,,
,,,,,,SP,3/1/92,9,10.1,1047,0.9,0.001,,,,,,
,,,,,,SP,3/1/92,10,9.9,1206,0.74,0.001,,,,,,
,,,,,,SP,3/1/92,11,9.5,1162,0.53,0,,,,,,
,,,,,,SP,3/1/92,12,8.8,1152,0.5,0,,,,,,
,,,,,,SP,3/1/92,12,,,,,,,,,,
,,,,,,SP,3/1/92,13,7.8,1167,0.31,0,,,,,,
,,,,,,SP,3/1/92,14,6.4,1159,0.05,0,,,,,,
,,,,,,SP,3/1/92,15,4.2,1140,0,0,,,,,,
,,,,,,SP,3/1/92,16,2,,,,,,,,,
,,,,,,SP,3/1/92,17,0.5,,,,,,,,,
,,,,,,SP,3/1/92,18,0.1,,,,,,,,,
,,,,,,SP,3/27/92,0,13.8,1399,264.9,0.189,,3/27/92,0.4,52,10,0.3
,,,,,,SP,3/27/92,1,13.2,1400,206.2,0.147,,,,,,
,,,,,,SP,3/27/92,2,12.2,1400,140.8,0.101,,,,,,
,,,,,,SP,3/27/92,3,11.7,1399,101.7,0.073,,,,,,
,,,,,,SP,3/27/92,4,11.3,1399,71.9,0.051,,,,,,
,,,,,,SP,3/27/92,5,10.9,1399,51.11,0.037,,,,,,
,,,,,,SP,3/27/92,6,10.9,1399,37.23,0.027,,,,,,
,,,,,,SP,3/27/92,7,10.6,1398,28.08,0.02,,,,,,
,,,,,,SP,3/27/92,8,10.1,1398,21.35,0.015,,,,,,
,,,,,,SP,3/27/92,9,10,1398,16.28,0.012,,,,,,
,,,,,,SP,3/27/92,10,9.3,1399,12.48,0.009,,,,,,
,,,,,,SP,3/27/92,11,8.8,1399,9.74,0.007,,,,,,
,,,,,,SP,3/27/92,12,8.2,1399,7.49,0.005,,,,,,
,,,,,,SP,3/27/92,13,7,1399,6,0.004,,,,,,
,,,,,,SP,3/27/92,14,5,1398,4.81,0.003,,,,,,
,,,,,,SP,3/27/92,15,4.1,1398,3.18,0.002,,,,,,
,,,,,,SP,3/27/92,16,3.4,1398,1.8,0.001,,,,,,
,,,,,,SP,3/27/92,17,0.2,1398,1.21,0.001,,,,,,
,,,,,,SP,3/27/92,18,0.1,1398,0,0,,,,,,
,,,,,,SP,3/27/92,18,,,,,,,,,,
,,,,,,SP,5/6/92,0,12.3,1024,841,0.821,,,,,,
,,,,,,SP,5/6/92,0,,,,,,,,,,
,,,,,,SP,5/6/92,1,12.4,1002,351.1,0.35,,,,,,
,,,,,,SP,5/6/92,2,12.3,1065,222.8,0.209,,,,,,
,,,,,,SP,5/6/92,3,12.3,1137,134.2,0.118,,,,,,
,,,,,,SP,5/6/92,4,12.4,1160,77.7,0.067,,,,,,
,,,,,,SP,5/6/92,5,12.1,1178,45.42,0.039,,,,,,
,,,,,,SP,5/6/92,6,11.9,1152,26.95,0.023,,,,,,
,,,,,,SP,5/6/92,7,11.8,1157,16.17,0.014,,,,,,
,,,,,,SP,5/6/92,8,11.8,1130,9.69,0.009,,,,,,
,,,,,,SP,5/6/92,9,11.8,1084,5.79,0.005,,,,,,
,,,,,,SP,5/6/92,10,11.8,1062,3.15,0.003,,,,,,
,,,,,,SP,5/6/92,11,11.6,1179,2.65,0.002,,,,,,
,,,,,,SP,5/6/92,12,11.5,1122,1,0.001,,,,,,
,,,,,,SP,5/6/92,13,11.5,1133,0.5,0,,,,,,
,,,,,,SP,5/6/92,14,11.5,,,,,,,,,
,,,,,,SP,5/6/92,15,11.4,,,,,,,,,
,,,,,,SP,5/6/92,16,11.4,,,,,,,,,
,,,,,,SP,5/6/92,17,11.2,,,,,,,,,
,,,,,,SP,5/6/92,18,11,,,,,,,,,
,,,,,,SP,5/19/92,0,11.4,1666,1518,0.911,,,,,,
,,,,,,SP,5/19/92,1,11.4,1647,887,0.539,,,,,,
,,,,,,SP,5/19/92,2,11.4,1644,584.4,0.355,,,,,,
,,,,,,SP,5/19/92,3,11.5,1662,368.8,0.222,,,,,,
,,,,,,SP,5/19/92,4,11.6,1674,190.2,0.114,,,,,,
,,,,,,SP,5/19/92,5,12.1,1649,159.6,0.097,,,,,,
,,,,,,SP,5/19/92,6,13,1649,104.2,0.063,,,,,,
,,,,,,SP,5/19/92,7,13.4,1675,61.49,0.037,,,,,,
,,,,,,SP,5/19/92,8,13.2,1677,42.27,0.025,,,,,,
,,,,,,SP,5/19/92,9,12.2,1680,28.65,0.017,,,,,,
,,,,,,SP,5/19/92,10,11,1637,18.93,0.012,,,,,,
,,,,,,SP,5/19/92,11,10.6,1646,12.32,0.007,,,,,,
,,,,,,SP,5/19/92,12,10.4,1635,8.81,0.005,,,,,,
,,,,,,SP,5/19/92,13,10.3,1600,6.06,0.004,,,,,,
,,,,,,SP,5/19/92,14,10.1,1628,4.01,0.002,,,,,,
,,,,,,SP,5/19/92,15,10,1619,2.5,0.002,,,,,,
,,,,,,SP,5/19/92,16,9.7,1615,2.09,0.001,,,,,,
,,,,,,SP,5/19/92,17,9.5,1612,1.44,0.001,,,,,,
,,,,,,SP,5/19/92,18,9.3,,,,,,,,,
,,,,,,SP,6/2/92,0,9.6,1226,1050,0.856,,,,,,
,,,,,,SP,6/2/92,1,9.7,1160,533,0.459,,,,,,
,,,,,,SP,6/2/92,2,10.1,1085,495.1,0.456,,,,,,
,,,,,,SP,6/2/92,3,10.5,1091,342.2,0.314,,,,,,
,,,,,,SP,6/2/92,4,10.8,1097,213.8,0.195,,,,,,
,,,,,,SP,6/2/92,5,11.3,1095,147.3,0.135,,,,,,
,,,,,,SP,6/2/92,6,12.9,1085,102.7,0.095,,,,,,
,,,,,,SP,6/2/92,7,13.4,1081,69.57,0.064,,,,,,
,,,,,,SP,6/2/92,8,13.3,1077,49.38,0.046,,,,,,
,,,,,,SP,6/2/92,9,13.3,1062,32.24,0.03,,,,,,
,,,,,,SP,6/2/92,10,12.5,1082,22.35,0.021,,,,,,
,,,,,,SP,6/2/92,11,10.8,1094,13.82,0.013,,,,,,
,,,,,,SP,6/2/92,12,10.2,1097,7.83,0.007,,,,,,
,,,,,,SP,6/2/92,12,,,,,,,,,,
,,,,,,SP,6/2/92,13,9.4,1099,5.17,0.005,,,,,,
,,,,,,SP,6/2/92,14,8.9,1094,3.59,0.003,,,,,,
,,,,,,SP,6/2/92,15,8,1093,2.97,0.003,,,,,,
,,,,,,SP,6/2/92,16,7.4,1099,1.91,0.002,,,,,,
,,,,,,SP,6/2/92,17,6.6,1103,0.96,0.001,,,,,,
,,,,,,SP,6/2/92,18,5.2,1101,1.18,0.001,,,,,,
,,,,,,SP,6/15/92,0,8.7,903,650.5,0.72,,,,,,
,,,,,,SP,6/15/92,1,8.7,914,205.9,0.225,,,,,,
,,,,,,SP,6/15/92,2,8.7,928,200.9,0.216,,,,,,
,,,,,,SP,6/15/92,3,8.7,932,182.6,0.196,,,,,,
,,,,,,SP,6/15/92,4,10.6,947,154.8,0.163,,,,,,
,,,,,,SP,6/15/92,5,11.9,967,118.3,0.122,,,,,,
,,,,,,SP,6/15/92,6,13.2,1167,104.8,0.09,,,,,,
,,,,,,SP,6/15/92,7,13.8,1252,85.2,0.068,,,,,,
,,,,,,SP,6/15/92,8,13.5,1123,51.66,0.046,,,,,,
,,,,,,SP,6/15/92,9,13.2,1217,41.4,0.034,,,,,,
,,,,,,SP,6/15/92,10,12.3,1145,28.88,0.025,,,,,,
,,,,,,SP,6/15/92,11,10.8,1129,19.33,0.017,,,,,,
,,,,,,SP,6/15/92,12,9.3,1067,9.79,0.009,,,,,,
,,,,,,SP,6/15/92,13,8.2,1131,6.06,0.005,,,,,,
,,,,,,SP,6/15/92,14,7.2,1124,3.37,0.003,,,,,,
,,,,,,SP,6/15/92,15,6.4,1068,1.75,0.002,,,,,,
,,,,,,SP,6/15/92,16,5,1073,1.03,0.001,,,,,,
,,,,,,SP,6/15/92,17,3.2,1086,3.02,0.003,,,,,,
,,,,,,SP,6/15/92,18,0.9,,,,,,,,,
,,,,,,SP,6/30/92,0,9.6,847,811,0.957,,,,,,
,,,,,,SP,6/30/92,1,9.8,851,554.7,0.652,,,,,,
,,,,,,SP,6/30/92,2,10,837,371.3,0.444,,,,,,
,,,,,,SP,6/30/92,3,10.1,829,268.6,0.324,,,,,,
,,,,,,SP,6/30/92,4,10.3,842,186.5,0.221,,,,,,
,,,,,,SP,6/30/92,5,10,841,119.2,0.142,,,,,,
,,,,,,SP,6/30/92,6,10.1,829,93.1,0.112,,,,,,
,,,,,,SP,6/30/92,7,13.6,833,70.7,0.085,,,,,,
,,,,,,SP,6/30/92,8,14,840,48.22,0.057,,,,,,
,,,,,,SP,6/30/92,9,13.9,850,31.65,0.037,,,,,,
,,,,,,SP,6/30/92,10,13.8,846,20.89,0.025,,,,,,
,,,,,,SP,6/30/92,11,13.5,859,13.59,0.016,,,,,,
,,,,,,SP,6/30/92,12,11.9,860,8.7,0.01,,,,,,
,,,,,,SP,6/30/92,13,9.8,859,5.17,0.006,,,,,,
,,,,,,SP,6/30/92,14,8,852,2.86,0.003,,,,,,
,,,,,,SP,6/30/92,15,5.8,870,1.89,0.002,,,,,,
,,,,,,SP,6/30/92,15,,,,,,,,,,
,,,,,,SP,6/30/92,16,4.6,873,1.71,0.002,,,,,,
,,,,,,SP,6/30/92,17,2,880,1.16,0.001,,,,,,
,,,,,,SP,6/30/92,18,0.4,875,0.55,0.001,,,,,,
,,,,,,SP,7/14/92,0,8.7,1297,1276,0.984,,,,,,
,,,,,,SP,7/14/92,1,8.7,1306,707,0.541,,,,,,
,,,,,,SP,7/14/92,2,8.7,1307,433.7,0.332,,,,,,
,,,,,,SP,7/14/92,3,8.7,1305,389.2,0.298,,,,,,
,,,,,,SP,7/14/92,4,8.9,1303,224.7,0.172,,,,,,
,,,,,,SP,7/14/92,5,9.5,1314,184.5,0.14,,,,,,
,,,,,,SP,7/14/92,6,9.7,1312,137.4,0.105,,,,,,
,,,,,,SP,7/14/92,7,10.6,1311,88.3,0.067,,,,,,
,,,,,,SP,7/14/92,8,13,1306,64.61,0.049,,,,,,
